entreprise,type_contrat,deparetement,date_publication,date_mise_a_jour,salaire,prise_de_poste,experience,metier,statut_du_poste,zone_de_deplacement,secteur_d_activite,Teletravail,descriptif_poste,profil_recherche,langues,savoir_etre,savoir_faire,descriptif_entreprise
LUTESSA,"1 
 CDI",Nantes - 44,Publiée le 02/03/2024,Actualisée le 02/03/2024,A partir de 40 k€ brut annuel,Dès que possible,Minimum 3 ans,Ingénieur réseaux,Cadre du secteur privé,Pas de déplacement,CONSEIL EN SYSTÈMES ET LOGICIELS INFORMATIQUES,Partiel possible,"Nous recherchons un Ingénieur Réseau pour une mission d'assistance technique auprès de notre client.
Vous rejoindrez l'équipe qui opère les infrastructures réseau, sécurité & Internet du groupe, et prendrez part à la coordination de l'activité Connectivités WAN National / International des entités du groupe.

Vous aimez travailler en équipe, et avez le sens du Service client ? Vous voulez continuer à monter en compétences en administration et support N2/N3, résolution et gestion d'incidents, gestion des demandes et des priorités, troubleshooting etc ? Cliquez sur postuler ;)

Environnement technique :
- WAN (SD-WAN, MPLS-SR)
- Icinga
- Grafana
- Capacity Planning Infra","Ingénieur Réseau justifiant d'une première expérience significative en administration et outillage Réseau, curieux, avec l'esprit d'équipe, et le sens du Service client.",['Aucune langue attendue'],"['Curiosité', ""Esprit d'équipe"", 'Sens du service']","['Administration système et réseau', 'Accompagnement du client', 'Aide au dépannage', 'Assistance technique', 'Gestion des incidents - anomalies', 'Gestion des priorités', 'Icinga', 'Systèmes de gestion de bases de données', 'WAN']","Qui sommes nous ?
Nous c'est Lutessa, ESN hyper-spécialisée dans 3 domaines d'activité : la Connectivité, le Cloud et la Cybersécurité.
Grâce à une centaine de spécialistes technophiles, Lutessa accompagne ses clients, à savoir, constructeurs, opérateurs, intégrateurs et grands donneurs d'ordres dans l'étude, l'intégration et la gestion de leurs infrastructures critiques.
A ce jour, Lutessa couvre aujourd'hui 2 territoires : la France & Monaco, et a l'ambition d'en ouvrir d'autres !

Pourquoi nous rejoindre ?
Ingénieurs en Cybersécurité, Réseau et Cloud avant tout passionnés par les infrastructures informatiques et également curieux, et animés par l'envie d'un perfectionnement continu ?
Rejoignez la Lutessa Family !
Au delà de vos compétences intrinsèquement techniques, Lutessa vous accueille comme vous êtes et sa promesse est de bâtir ensemble votre carrière avec sincérité et transparence.
Lutessa se veut être un catalyseur et un bâtisseur de carrière, en vous stimulant et vous exposant sur des projets pertinents et enrichissants pour vous.
Vos RingLeaders (référents techniques) s'engagent à vous accompagner dans votre développement en veillant à incarner et transmettre leurs valeurs en toute simplicité.
Venez développer votre potentiel au sein d'une société à taille humaine qui se définit comme une entreprise Joyeuse !

Pour en savoir plus sur notre état d'esprit :
https://www.lutessa.com"
LUTESSA,"1 
 CDI",Nantes - 44,Publiée le 02/03/2024,Actualisée le 15/03/2024,45 - 55 k€ brut annuel,Dès que possible,Minimum 2 ans,Ingénieur système,Cadre du secteur privé,Pas de déplacement,PROGRAMMATION INFORMATIQUE,Partiel possible,"Depuis plus de 35 ans, notre client est spécialisé dans la conception et le développement de solutions interactives et créatives pour le web et les applications mobiles.

Avec un CA de +110 millions d'EUR, et composée de +800 collaborateurs, elle compte parmi ses clients des acteurs majeurs du secteur public et du CAC 40, présents dans le monde entier, sur des secteurs d'activité diversifiés : Santé, Sciences de la vie, Industries et Services, Ministères.

Dans cette logique de croissance, ils recherchent de nouveaux collaborateurs afin de renforcer leur expertise technique, élargir leurs compétences, stimuler l'innovation.
Plus précisément, vous interviendrez au sein de la DSI, dans une équipe de 40 collaborateurs.

Localisation : Le Plessis-Robinson — Télétravail possible
Environnement technique : Linux (CentOS/Rhel, Debian), IaaS, Vmware, OpenStack, AWS, Azure, OVH, HPE 3PAR, Objet (Swift), DWDM, Cisco / Juniper, Alteon, Varnish, HAProxy, HPE StoreOnce, CommVault.
Rémunération : 45 000 - 55 000 Euros annuels.

Au sein de la DSI, vous interviendrez sur des projets pour nos plateformes techniques pendant les phases de Build et de Run :

Industrialisation du Run :

- Référencement et documentation des workflows de déploiements récurrents (déploiement et retrait de : serveurs Virtuels, Réseaux, Services (Mail, Sauvegarde..).
- Suivi des demandes d'évolution clients à intégrer au catalogue (nouveaux systèmes d'exploitation, nouveaux services).
- Validation de la compatibilité des outils pour l'automatisation (API) et propositions d'évolutions.
- Mise en oeuvre des workflows de déploiements dans les outils adaptés à destination de nos clients (autres équipes de la DSI, collaborateurs de Klee).
- Mise en oeuvre du suivi financier et capacitif.

Les outils utilisés pour la mise en oeuvre de l'automatisation sont généralement des outils Open Source. À ce jour, nous utilisons principalement les outils suivants : Ansible, ManageIQ, Packer.","Profil :

- Titulaire d'un Bac + 5 (école d'ingénieur ou Master 2 universitaire),
- Vous justifiez de minimum 3 ans d'xp sur un poste similaire,
- Connaissance des infrastructures informatiques : virtualisation, Réseau (TCP/IP, VLAN, Routage/Firewalling), DNS, SMTP,
- Connaissance des concepts généraux du Cloud Public et une première expérience chez un CSP,
- Connaissance des langages de scripting courants : python, bash, powershell,
- DevOps / Infrastructure As a Code : git, intégration continue, ansible.

Les plus :

- Rémunération attractive,
- Intéressement/Participation
- Academy (Formation interne)
- Primes de vacances,
- Tickets restaurant,
- RTT (10 à 12 jours),
- Télétravail (2 jours par semaine),
- CE,
- Possibilité d'évolution en interne : Tech Lead, Architect, Chef de projet technique...
- Travailler en méthode agile avec Git, Github et Trello.",['Aucune langue attendue'],['Créativité'],"['Alteon', 'Amazon Web Services', 'Ansible', 'Applications mobiles', 'Automatisme', 'Bash', 'Build', 'CentOS', 'Certification Juniper Networks', 'Cisco IOS', 'Cloud', 'Debian', 'DevOps', 'Documentation', 'DWDM', 'Gestion des réclamations', 'GIT', 'Github', 'IAAS', 'Industrialisation', 'Informatique', 'Intégration continue', 'Interface de programmation applicative', 'Langage de script', 'Linux', 'Méthodologie agile', 'Microsoft Windows Azure', 'Moteur de workflow', 'Performance énergétique', 'Virtualisation']","Seyos est un cabinet de recrutement spécialisé dans les métiers de l'IT. Nous intervenons au niveau national et proposons aux candidats des opportunités professionnelles au sein d'éditeurs de logiciels, DSI d'entreprises (clients finaux), startups, acteurs E-commerce. En 9 années d'existence, plus de 1 300 professionnels de l'IT et du Digital ont déjà été recrutés par l'intermédiaire de Seyos au sein de 400 entreprises."
EFS PROVENCE ALPES COTE D'AZUR - CORSE SITE BAILLE,"1 
 CDI",Marseille 05 - 13,Publiée le 29/01/2024,Actualisée le 06/03/2024,40 - 50 k€ brut annuel,Dès que possible,Minimum 3 ans,Ingénieur système,Cadre du secteur privé,Pas de déplacement,CENTRES DE COLLECTE ET BANQUES D'ORGANES,Ponctuel autorisé,"Au sein du service informatique de la région PACA-Corse et sous la direction du service informatique, vous aurez d une part une mission d ingénieur exploitation des systèmes, réseaux et télécoms mais aussi de manager de proximité sur le périmètre. Pour ce faire vous serez en charge d effectuer les missions suivantes : 
-       Gérer l infrastructure de l ensemble des sites de la région PACA-Corse
-       Installation et maintenance en conditions opérationnelles des systèmes de son périmètre
-       Diagnostiquer les causes de dysfonctionnement et proposer des actions correctives et préventives, identifier des solutions de contournement.
-       Gestion de la relation avec les fournisseurs (suivi des prestations et contrats en cours, supervision des travaux).
-       Mener des projets dans votre périmètre et en collaboration avec les autres acteurs de la DSI, Assurer la planification et l exécution des travaux.
-       Participer à la gestion du parc systèmes et les environnements associés.
-       Être force de proposition, conseiller et réaliser la mise en œuvre des solutions techniques.
-       Proposer des solutions pour améliorer les performances des systèmes.
-       Effectuer la veille technologique.
-       Vérifier l application des normes en vigueur (sécurité informatique, qualité ).
-       Se conformer aux outils de référence et respecter les règles et normes de sécurité informatique pour acquérir, traiter, produire et diffuser de l information de manière adaptée ainsi que pour collaborer en interne et en externe.
-       Assurer la rédaction et la mise à niveau de la documentation sur votre périmètre
-       Déployer les solutions nationales
 En tant qu'expert téléphonie
-       Maitriser les environnements de téléphonie fixe et mobile
-       Administration des autocoms
-       Assurer la planification et l exécution des travaux
-       Participer aux supports utilisateurs en tant qu expert téléphonie
-       Participer au support de 1er niveau 1 et 2ème niveau selon le niveau d expertise requis
 En tant manager de proximité
-       Animer et fédérer les équipes de PACC et coordonner les plans d actions
-       Développer les compétences et les connaissances techniques et opérationnelles des équipes
-       Participer aux supports utilisateurs en tant que gestionnaire d incident
-       Conduire ou contribuer aux projets de la Région ou au niveau National","Le futur collaborateur devra avoir une connaissance de :
-          Système d'exploitation : Windows -Linux
-          VMWARE, WVSUS, VEEAM, MDT, SOPHOS-CORTEX
-          Solides connaissances réseaux et TCP/IP (DNS, AD, Firewall ...)
-          Connaissances des autocoms Mitel, Avaya et Alcatel
-          Outil de développement / connaissances en programmation et scripting
 Organisé et assidu, vous faites preuve de rigueur et d'autonomie.
Curieux et doté de bonnes capacités d écoute, d analyse et de communication
Possédant une expérience significative sur le périmètre, vous avez déjà conduit des projets informatiques (conception, réalisation, déploiement, conduite du changement...) et animé des équipes.",['Aucune langue attendue'],"['Assiduité', 'Autonomie', 'Capacité d’écoute', 'Curiosité', 'Force de proposition', 'Rigueur', ""Sens de l'organisation""]","['Conduite du changement', 'Pare-feu de connexion Internet de Windows XP', 'Suite des protocoles Internet', 'Téléphonie', 'Transmission Control Protocol', 'Communication', 'Documentation', 'Gestion de projet', 'Informatique', 'Maintenance', 'Microsoft Windows', 'Outils de développement', 'Planification', 'Qualité', 'Rédaction', 'Règles de sécurité', 'Sécurité informatique', ""Système d'exploitation"", ""Technologies innovantes et management de l'innovation"", 'Veeam', 'Virtualisation']","L'Etablissement Français du Sang est l'opérateur civil unique de la transfusion en France. La transfusion sanguine, dont l'EFS a le monopole depuis 2000, comprend le don de sang, le don de plasma et le don de plaquettes. L'Etablissement Français du Sang est le garant de la sécurité de la chaîne transfusionnelle, du donneur au receveur. Il contribue à soigner plus d'1 million de malades chaque année. L'Etablissement Français du Sang est présent sur l'ensemble du territoire (dont DOM) avec ses 153 sites de collecte et ses 40 000 collectes mobiles."
Adsearch,"1 
 CDI",Rouen - 76,Publiée le 06/03/2024,Actualisée le 06/03/2024,50 - 60 k€ brut annuel,Dès que possible,Minimum 2 ans,Ingénieur réseaux,Cadre du secteur privé,Pas de déplacement,ACTIVITÉS DES AGENCES DE PLACEMENT DE MAIN-D'OEUVRE,,"Adsearch vous propose des milliers d’opportunités de carrières dans toute la France pour les profils d’experts, cadres et managers. Que ce soit pour un emploi ou pour une mission, Adsearch c’est le cabinet de recrutement qu’il vous faut !
En bref : Ingénieur Réseau F/H – CDI – Rouen – 55K Euros an
Adsearch recrute pour son client un Ingénieur Réseau en CDI basé(e) à Rouen
Missions principales :
Assurer la conception de larchitecture du cœur de réseau 
Piloter les évolutions darchitecture 
Assurer la gestion des projets de la phase conception à la phase finale
Assurer la gestion des phases de test, la modélisation, et le déploiement 
Assurer la rédaction de la documentation technique 
Intervenir en tant quexpert sur les incidents","Compétences requises :
Diplôme en informatique de niveau Bac+3 / Bac+5
Expérience d’environ 5 ans sur un poste similaire dans la conception et le MCO d'une infrastructure cœur de réseau opérateur
Tu possèdes une certification constructeur (CCNA, CCNP, JNCIA, JNCIS…)
Connaissance approfondie des éléments techniques suivants: BGP, OSPF, MPLS L2 et L3, authentification à travers le réseau (AAA, Collecte IP), QoS, IPv4, IPv6, Segment Routing, Multiplexage, WDM, Python, Ansible…
 - Bonne communication écrite et orale
Le processus :
Un premier entretien avec Thibault Paillette, consultant du cabinet Adsearch. Vous définirez ensemble si votre profil correspond à l’offre et à son environnement.
Un processus en 2 entretiens dans l’entreprise en recherche",['Aucune langue attendue'],['Capacité de communication'],"['Ansible', 'Border Gateway Protocol', 'IPv4', 'IPv6', 'Multiplexage', 'Multiprotocol Label Switching', 'Open shortest path first', 'Python', 'QOS', 'Routeur', 'Suite des protocoles Internet', 'WDM', 'Cisco Career Certifications', 'Communication écrite', 'Communication orale', 'Documentation technique', 'Gestion de projet', 'Informatique', 'MCO', 'Rédaction']","Adsearch vous propose des milliers d''opportunités de carrières dans toute la France pour les profils d''experts, cadres et managers. Que ce soit pour un emploi ou pour une mission, Adsearch c''est le cabinet de recrutement qu''il vous faut ! Retrouvez toutes nos offres d’emploi en CDI, CDD, Intérim et Freelance sur notre site internet !"
INETUM,"5 
 CDI",Saint-Ouen - 93,Publiée le 13/03/2024,Actualisée le 13/03/2024,30 - 90 k€ brut annuel,Dès que possible,Minimum 3 ans,Ingénieur système,Cadre du secteur privé,Nationale,CONSEIL EN SYSTÈMES ET LOGICIELS INFORMATIQUES,,"Inetum recrute sur l'ensemble de son territoire FRANCE, des ingénieurs Systèmes & Réseaux pour des activités de BUILD et / ou RUN
Au sein d'équipes à taille humaine, vous intégrer une team au sein de nos locaux ou en délégation d'expertise chez nos clients
Votre mission ? 
Mettre en œuvre, administrer et maintenir les composants logiciels d'infrastructure (systèmes et outils, serveurs d'application, outils et architectures de sécurité, logiciels de gestion de bases de données, etc.
Définition et mise en place des règles de gestion des comptes et des stratégies de groupes, en cohérence avec l'organisation de la DSI.
Réaliser la gestion des incidents dans une démarche d'amélioration continue (identifier les incidents récurrents et proposer des solutions pour les éviter ou rendre autonome l'utilisateur)
Administration et gestion de la plateforme de virtualisation des serveurs VSphere (VMWare)
Réaliser des études techniques nécessaires pour le déploiement de solutions.
Se documenter sur les processus de mise en œuvre, de mise à jour et d'exploitation des composants
Traiter les incidents quotidiens de niveau 2 et 3 recettes projets
Compétences souhaitées
Connaissances approfondies des systèmes d'exploitation serveur Windows / Linux
Connaissances approfondies sur le fonctionnement et la configuration d'équipements réseaux
Connaissances des langages de scripts
Techniques d'installation et de maintenance des équipements locaux (PC, réseaux, serveurs)","Passionné(e) d'informatique avec une expérience similaire.
Bac+4/5 avec une curiosité technique et un esprit de partage.
Capacité à travailler en groupe avec des équipes d'experts.
Sens du service, de l'écoute
Esprit d'entraide, solidarité et capacité d'adaptation.
Certification ITIL serait un plus.
Si vous êtes prêt(e) à partager vos expériences, idées et contribuer au développement de nos agences, rejoignez-nous ! Votre contribution sera cruciale pour atteindre de nouveaux sommets !
POURQUOI Inetum, certifié TOP EMPLOYER EUROPE 2024, c'est :
• Faire partie d'une équipe à taille humaine, soudée, encourageant la diversité des profils et des expériences et favorisant l'autonomie et l'initiative de chacun
• Avoir un impact chez nos clients en étant responsabilisé dans le cadre de missions à forts enjeux et sur un large panel d'activités
Nous vous proposons :
• Une trajectoire de carrière personnalisée et adaptée à vos souhaits d'évolution grâce à une implantation à l'international (27 pays, 7 Fablab), des formations ciblées et des projets couvrant l'ensemble de la chaîne de valeur IT (+25 filières métiers)
• Intégrer un collectif d'experts partageant des valeurs de solidarité et d'excellence
• Une culture de la proximité au sein de nos 45 agences en France

A l'ère de la post-transformation digitale, nous mettons tout en œuvre pour que chacun de nos 28 000 athlètes du digital puisse se renouveler perpétuellement, en vivant positivement son propre flow digital.

Chacun de nos talents peut ainsi façonner son parcours de carrière selon ses appétences, entreprendre de manière pragmatique avec ses clients pour un monde à impact positif, innover localement dans 27 pays et harmoniser son investissement professionnel et son bien-être personnel.
Rejoignez Inetum. Live your positive digital flow.
Tous nos postes sont ouverts aux personnes en situation de handicap.
 ",['Aucune langue attendue'],"['Autonomie', 'Force de proposition', 'Positif']","['Linux', ""Système d'exploitation Windows"", 'Amélioration continue', 'Architecture', 'Build', 'Composant logiciel', 'DIgital', 'Études techniques', 'Gestion comptable', 'Gestion de base de données', 'Gestion des incidents - anomalies', 'Langage de script', ""Logiciel d'infrastructure"", 'Maintenance', 'Protocole opératoire', 'Recette', ""Serveur d'applications"", 'Virtualisation', 'Vsphere']","Inetum est une ESN agile, une société de services et de solutions digitales, et un groupe international qui aide les entreprises et institutions à tirer le meilleur du digital flow. Dans un contexte de mouvement permanent, où les besoins et les usages se réinventent sans cesse, le groupe Inetum s engage auprès de tous les acteurs pour innover, s adapter continuellement et garder une longueur d avance. Avec son profil de multi-spécialiste, Inetum met au service de ses clients une combinaison unique de proximité, d organisation sectorielle et de solutions de qualité industrielle. Présent dans plus de 26 pays, le Groupe compte près de 27000 collaborateurs et a réalisé en 2019 un chiffre d affaires de 2,3 milliards d euros"
TEAM-IT,"1 
 CDI",Aix-en-Provence - 13,Publiée le 12/03/2024,Actualisée le 12/03/2024,A partir de 35 k€ brut annuel,Dès que possible,Minimum 3 ans,Ingénieur réseaux,Cadre du secteur privé,Pas de déplacement,AUTRES ACTIVITÉS INFORMATIQUES,Partiel possible,"Vos futures missions : 
Prendre en compte les besoins des utilisateurs en termes d exigence de performances du réseau (puissance, rapidité, stabilité) 
Intégrer de nouvelles solutions afin d améliorer les performances des réseaux 
Interface entre les équipes internes et externes lors de la mise en place de réseaux 
Mettre en place les interconnexions entre les différents réseaux de l entreprise 
Faire évoluer le réseau par la conduite de projet d installation ou de refonte de certains éléments du réseau de l entreprise 
Apporter son expertise technique et/ou fonctionnelle sur la partie réseaux et/ou télécommunications lors de projets d infrastructure et/ou transverses  
Etudier les choix techniques et optimiser les coûts de la téléphonie (VoIP/ToIP)  
Résolutions des incidents N2 / N3 en apportant une capacité d analyse, identifications des solutions, actions préventives et/ou curatives éventuelles ","Votre profil : 
Très bonnes connaissances des protocoles réseaux (LAN/WAN/SDWAN) 
Administration des réseaux : Routing & Switching 
Architectures réseaux 
Bonnes connaissances en VoIP/ToIP  
Sécurité des réseaux  
Configuration, Déploiement et mise en service ",['Aucune langue attendue'],['Aucun savoir-être attendu'],"['LAN', 'Protocole réseau', 'WAN', 'Administration système et réseau', 'Architecture réseau', 'Commissioning', 'Compte utilisateur', 'Gestion de projet', 'Gestion des incidents - anomalies', 'Routeur', 'Sécurité réseaux', 'Télécommunication', 'Téléphonie', 'VOIP TOIP']","Fondée en 2014, TEAM-IT est une ESN spécialisée dans les infrastructures et la production informatique, ainsi que dans l organisation des SI tant sur les phases de projet que d exploitation. Nous intervenons auprès de clients « grands comptes » et notre expertise s articule autour des métiers de l ingénierie des systèmes, des réseaux, de la Cybersécurité, du DevOps, du Cloud, de la gestion de projet/programme, de la gestion des process (forte expertise ITIL) et du delivery management. Nous sommes présents sur 3 agences : Aix-en-Provence, Lyon et Clermont-Ferrand. 
 Team-iT offre à ses collaborateurs : 
Une mutuelle à 100% prise en charge par l employeur 
Titres-restaurant à 60% pris en charge par l employeur 
Prime de participation 
Prime de cooptation 
Mise en place d'un PERCO 
Partenariat national avec le groupe MOBILITY pour toutes vos démarches déménagement et logement. 
Partenariat national avec BNP PARIBAS pour vos démarches bancaires. 
 Vous nous rejoignez ? 
Chez Team-iT nous sommes convaincus que l on ne rejoint pas une entreprise pour son babyfoot ou ses coupons de cinéma, mais pour des valeurs et une vision commune. Nous rejoindre c est choisir l ambition, la sincérité et l esprit d équipe. 
Vous cherchez à évoluer dans un environnement bienveillant et dynamique ? Rejoignez-nous sans plus attendre !"
TEAM-IT,"1 
 CDI",Lyon 03 - 69,Publiée le 12/03/2024,Actualisée le 12/03/2024,A partir de 35 k€ brut annuel,Dès que possible,Minimum 3 ans,Ingénieur réseaux,Cadre du secteur privé,Pas de déplacement,AUTRES ACTIVITÉS INFORMATIQUES,Partiel possible,"Vos futures missions : 
Prendre en compte les besoins des utilisateurs en termes d exigence de performances du réseau (puissance, rapidité, stabilité) 
Intégrer de nouvelles solutions afin d améliorer les performances des réseaux 
Interface entre les équipes internes et externes lors de la mise en place de réseaux 
Mettre en place les interconnexions entre les différents réseaux de l entreprise 
Faire évoluer le réseau par la conduite de projet d installation ou de refonte de certains éléments du réseau de l entreprise 
Apporter son expertise technique et/ou fonctionnelle sur la partie réseaux et/ou télécommunications lors de projets d infrastructure et/ou transverses  
Etudier les choix techniques et optimiser les coûts de la téléphonie (VoIP/ToIP)  
Résolutions des incidents N2 / N3 en apportant une capacité d analyse, identifications des solutions, actions préventives et/ou curatives éventuelles ","Votre profil : 
Très bonnes connaissances des protocoles réseaux (LAN/WAN/SDWAN) 
Administration des réseaux : Routing & Switching 
Architectures réseaux 
Bonnes connaissances en VoIP/ToIP  
Sécurité des réseaux  
Configuration, Déploiement et mise en service ",['Aucune langue attendue'],['Aucun savoir-être attendu'],"['LAN', 'Protocole réseau', 'WAN', 'Administration système et réseau', 'Architecture réseau', 'Commissioning', 'Compte utilisateur', 'Gestion de projet', 'Gestion des incidents - anomalies', 'Routeur', 'Sécurité réseaux', 'Télécommunication', 'Téléphonie', 'VOIP TOIP']","Fondée en 2014, TEAM-IT est une ESN spécialisée dans les infrastructures et la production informatique, ainsi que dans l organisation des SI tant sur les phases de projet que d exploitation. Nous intervenons auprès de clients « grands comptes » et notre expertise s articule autour des métiers de l ingénierie des systèmes, des réseaux, de la Cybersécurité, du DevOps, du Cloud, de la gestion de projet/programme, de la gestion des process (forte expertise ITIL) et du delivery management. Nous sommes présents sur 3 agences : Aix-en-Provence, Lyon et Clermont-Ferrand. 
 Team-iT offre à ses collaborateurs : 
Une mutuelle à 100% prise en charge par l employeur 
Titres-restaurant à 60% pris en charge par l employeur 
Prime de participation 
Prime de cooptation 
Mise en place d'un PERCO 
Partenariat national avec le groupe MOBILITY pour toutes vos démarches déménagement et logement. 
Partenariat national avec BNP PARIBAS pour vos démarches bancaires. 
 Vous nous rejoignez ? 
Chez Team-iT nous sommes convaincus que l on ne rejoint pas une entreprise pour son babyfoot ou ses coupons de cinéma, mais pour des valeurs et une vision commune. Nous rejoindre c est choisir l ambition, la sincérité et l esprit d équipe. 
Vous cherchez à évoluer dans un environnement bienveillant et dynamique ? Rejoignez-nous sans plus attendre !"
Rémy Miry,"1 
 CDI",Quimper - 29,Publiée le 08/01/2024,Actualisée le 06/03/2024,40 - 50 k€ brut annuel,Dès que possible,Minimum 3 ans,Ingénieur sécurité informatique,Cadre du secteur privé,Départementale,CONSEIL POUR LES AFFAIRES ET AUTRES CONSEILS DE GESTION,Partiel possible,"Vous rejoignez l équipe projet en charge de déployer des solutions réseaux et sécurité auprès des clients ETI et grands comptes de la région. En fonction de votre expérience et après une période de formation, vous interviendrez sur 3 à 4 projets simultanés.
Vos missions seront les suivantes :
Concevoir des solutions réseaux et sécurité
Mettre en œuvre les solutions définies
Rédiger la documentation technique
Assurer un transfert de compétences
Maintenir une veille technologique sur votre domaine d expertise","De formation technique orientée réseaux et/ou sécurité, vous avez à minima 3 années d’expérience dans des projets d’intégration réseaux, cyber ou digital workplace. Vous aimez appréhender un besoin, designer des solutions et les mettre en œuvre. Vous savez travailler en mode projet et mobiliser les contributeurs nécessaires.
CDI – Formations et certifications – véhicule de fonctions – 12 RTT – Package entre 40 et 50K€ selon profil.",['Aucune langue attendue'],['Capacité à travailler en mode projet'],"['Analyse des besoins', 'DIgital', 'Documentation', 'Documentation technique', ""Technologies innovantes et management de l'innovation""]","Rejoignez une entreprise de 400 personnes, spécialisée dans l’intégration de solutions de cybersécurité, d’infrastructures (réseau en particulier) et de cloud. Elle accompagne ses Clients sur l’audit, le conseil, la mise en œuvre ainsi que le support N3. Implantée sur toute la France, une équipe de 12 personnes œuvre à Quimper dans la bonne humeur et dans des locaux sympas."
Fed IT,"1 
 CDI",Lyon 05 - 69,Publiée le 12/03/2024,Actualisée le 12/03/2024,45 - 55 k€ brut annuel,Dès que possible,Minimum 10 ans,Ingénieur réseaux,Cadre du secteur privé,Régionale,CONSEIL POUR LES AFFAIRES ET AUTRES CONSEILS DE GESTION,Partiel possible," 
En tant qu'ingénieur réseau, vous allez rejoindre la Direction Informatique et Technologie composée de 140 collaborateurs.
A ce titre, vous ferez partie de l'équipe Infrastructure Réseaux qui compte 8 ingénieurs / administrateurs.

Sur un périmètre comprenant les switches datacenters, les switches campus, les bornes Wifi, les pare-feux et les répartiteurs de charge, vous assurerez les missions suivantes:
- Maintien en conditions opérationnelles
- Maintenance préventive, gestion de la capacité, sécurisation
- Gestion des demandes et incidents N2/N3
- Mise à jour de la documentation
- Accompagnements des DSI métiers dans leurs projets
- Identification, pilotage et réalisation de projets techniques

Périmètre :
- 2 datacenters
- 3500 serveurs
- 500 applications métiers
- 12.000 utilisateurs

Poste en CDI à pourvoir dès que possible.
Rémunération : 50K€ (négociable selon profil).
Télétravail : jusqu'à 2 jours par semaine
Contrat cadre forfait jours (25 CP + 10 RTT).
 "," 
De formation Bac+5 en ingénierie réseaux & systèmes, vous disposez d'une expérience significative minimum d'une dizaine d'années en administration réseaux et projets d'infrastructures.
Vous correspondez à ce profil ? Voici les attentes complémentaires de mon client :
- Administration réseaux et pare-feux
- Architecture LAN/WAN
- Capacité de formalisation
- Capacité de travail en équipe
- Capacité à gérer les situations critiques et d'investigation sur des cas complexes.
- Expertise technique
- Idéalement vous avez une ou plusieurs certifications en Cisco / Palo Alto / Checkpoint

Si votre profil correspond, vous aurez un premier entretien au sein de notre cabinet, si nous ne nous connaissons pas encore, puis 3 entretiens (RH et opérationnel) seront à prévoir avec le client.
 ",['Aucune langue attendue'],"[""Esprit d'équipe""]","['Administration système et réseau', 'Architecture', 'Centre de traitement de données', 'Cisco Career Certifications', 'Documentation', 'Gestion des incidents - anomalies', 'Informatique', 'LAN', 'Maintenance préventive', 'Management de projet', 'MCO', 'Palo Alto', 'Ressources humaines', 'WAN', 'Wi-Fi']"," 
Mon client est un groupe français spécialisé dans les services multidisciplinaires aux entreprises. Présent au niveau européen, ce groupe compte plus de 15000 collaborateurs, environ 800 agences et plus de 300000 clients.
 "
PULSE,"1 
 CDI",Anse - 69,Publiée le 29/02/2024,Actualisée le 06/03/2024,45 - 58 k€ brut annuel,Dès que possible,Minimum 5 ans,Ingénieur réseaux,Cadre du secteur privé,Pas de déplacement,CONSEIL EN SYSTÈMES ET LOGICIELS INFORMATIQUES,Ponctuel autorisé,"Vous voulez imPULSEr un nouvel élan à votre carrière ? Nous recherchons notre futur(e) Ingénieur.e Réseaux !

En tant qu'Ingénieur Réseaux, vous définirez l'architecture réseau, traiterez les incidents et appliquerez les normes de sécurité. Vous favoriserez les échanges avec les autres entités IT et assurerez un suivi régulier de l'activité.
Plus concrètement ?

Vos principales missions seront :
Concevoir les architectures réseau conformément aux standards de l'entreprise.
Définir et mettre en place les nouvelles architectures techniques
Diagnostiquer et résoudre les incidents 
Fournir des rapports réguliers sur l'activité.
Documenter et mettre à jour les procédures d'exploitation.
Animer, communiquer, partager sur les nouveautés.","Et vous dans tout ça ?

Vous disposez d'un diplôme Bac+3 ou +5 en Informatique, et vous avez déjà travaillé dans les réseaux IT pendant minimum 5 ans. 
Vous avez une expertise en LAN, WAN et WiFi.
Vous maitrisez l'anglais.
Vous aimez apprendre de nouvelles façon de fonctionner, vous savez vous adapter et évoluer dans un environnement d'excellence.
Vous êtes force de proposition, rigoureux(se) et doté(e) d'un bon esprit d'équipe.",['Anglais'],"[""Capacité d'adaptation"", ""Esprit d'équipe"", 'Force de proposition', 'Rigueur']","['LAN', 'WAN', 'Wi-Fi', 'Architecture matérielle', 'Architecture réseau', 'Gestion des incidents - anomalies', 'Informatique', 'Rédaction et analyse de rapports', 'Suivi de projets et de dossiers']","Rejoindre PULSE c'est intégrer une structure à taille humaine, avec un vrai management de proximité, la possibilité de monter en compétences et une belle évolution professionnelle !
Pulse est une société de conseil en Ingénierie IT qui accompagne ses clients dans leurs challenges digitaux et technologiques.
Nous avons été créés à Lyon avec l'ambition de rayonner sur toute la France via l'ouverture de nouvelles agences (Lille, Montpellier et Paris).
Actuellement, nous sommes plus de 80 pulseurs répartis sur 2 agences (Lyon et Nantes). Des collaborateurs passionnés, investis ayant envie de changer le monde à leur façon. Nous rassemblons plusieurs expertises aussi bien techniques que fonctionnelles : gestion de projet, développement applicatifs, Cloud, DEVOPS, cybersécurité, Agile, Intelligence Artificielle, infrastructure et Big Data.
Nous poursuivons notre croissance en France afin d'être toujours plus proches de nos collaborateurs et nos clients avec l'objectif de doubler nos effectifs d'ici fin 2025."
