entreprise,type_contrat,deparetement,date_publication,date_mise_a_jour,salaire,prise_de_poste,experience,metier,statut_du_poste,zone_de_deplacement,secteur_d_activite,Teletravail,descriptif_poste,profil_recherche,langues,savoir_etre,savoir_faire,descriptif_entreprise
CDISCOUNT,"1 
 CDI",Bordeaux - 33,Publiée le 07/02/2024,Actualisée le 07/02/2024,A négocier,Dès que possible,Minimum 4 ans,Data analyst,Cadre du secteur privé,Pas de déplacement,VENTE À DISTANCE SUR CATALOGUE GÉNÉRAL,,"REJOIGNEZ UN COLLECTIF ANIME PAR LE GOUT DU DEFIChez Octopia, nous sommes convaincus qu’un environnement de travail épanouissant contribue au développement de nos talents. Relevez nos défis et venez prendre part à une aventure entrepreneuriale internationale exceptionnelle : la commercialisation de notre expertise technologique et notre savoir-faire unique en matière de marketplace auprès our tous !d’acteurs importants de la distribution !  Explorez un champ des possibles sans équivalence Rattaché(e) à l’équipe produit « pré-order », vous aiderez l’équipe de product managers à mieux comprendre l’usage des offres, des produits et la connexion entre les vendeurs et les marketplaces. Vous allez récolter et analyser les données d’usage du produit afin de confirmer ou invalider les hypothèses du Product Management. Il s’agira de nourrir la stratégie de développement produit grâce à une démarche data centric.
Vous serez notamment chargé(e) de :
Mener des études approfondies afin de mieux connaître nos clients, notre offre, … (en fonction de votre périmètre) et en proposer des modèles.
Réaliser des analyses statistiques et exploratoires
Participer à la définition, à la mise en place et à l’analyse des tests A/B menés sur votre domaine d’intervention
Construire des dashboards de suivi des performances permettant la prise de décision efficace pour le business
Diffuser la compréhension et le savoir-faire data en interne","Révélez votre talent Nous recherchons des collaborateurs ayant une énergie hors pair pour prendre part à une aventure humaine et professionnelle unique.
Issu(e) d’une école d’ingénieur ou équivalent en statistiques ou mathématiques appliquées, vous bénéficiez d’une expérience de minimum 4 ans dans le domaine de l’analyse de données, idéalement dans le secteur internet.
Vous avez des compétences avancées en statistiques, maîtrisez les bases de données de type SQL et les langages de programmation (de préférence Python ou R).
Vos capacités d’adaptation et votre réactivité vous permettent d’évoluer dans un environnement en constant changement de manière autonome.
Vous avez une excellente capacité à communiquer les résultats des analyses de manière claire et concise. Vous êtes capable de présenter des informations complexes de manière compréhensible pour les parties prenantes non techniques.
Vous parlez couramment l'anglais",Aucune langue attendue,,,
LES GRANDS CHAIS DE France,"1 
 CDI",Petersbach - 67,Publiée le 29/01/2024,Actualisée le 29/01/2024,A négocier,Dès que possible,Minimum 5 ans,Data analyst,Cadre du secteur privé,Pas de déplacement,FABRICATION DE CIDRE ET DE VINS DE FRUITS,Partiel possible,"  Recueil et extraction des sources de données pertinentes et de qualité qu'il faut traduire ensuite en données statistiques ;
Traitement, exploitation et intégration des données dans un data Warehouse (entrepôt de données) ; mise en place d'un DWH pour le pilotage de la performance du groupe
Création de dashboards, mise en place de KPIs et reporting des performances pour donner une vision cohérente des résultats aux différentes équipes ;
Participation à la construction et à l'amélioration du tableau de bord prospectif
Mise en place de process/requêtes et automatisation ;
Production d'analyses métiers et de recommandations aux managers pour aboutir à des plans d'action
Gestion des outils d'analyses pour que les décideurs internes et les clients puissent suivre l'évolution de leurs produits ;
Communication et vulgarisation des analyses financières auprès des opérationnels au service de la culture de l'efficience
Veille technologique des nouveaux outils visant à l'améliorer l'analyse des données.
Soutien et renfort de l'équipe contrôle de gestion
  "," 
De formation supérieure niveau BAC+5 spécialisée en Finance, Audit ou contrôle de Gestion, vous bénéficiez d'une expérience minimum de 5 ans à un poste similaire.

À l'aise avec les statistiques, les bases de données, vous êtes capable de visualiser immédiatement les éléments à exploiter et savez faire parler les chiffres pour en faire un atout pour les décideurs grâce à vos commentaires et conseils.

Votre curiosité professionnelle vous posse à avancer, à comprendre et à explorer de nouvelles approches.

Doté d'une grande rigueur et de méthode, vous êtes reconnu pour votre esprit d'analyse et de synthèse et vos qualités relationnelles, d'organisation et d'anticipation.

Orienté résultats, force de proposition, respectueux des délais, vous avez le sens de l'engagement et des responsabilités et vous savez vous adapter dans un contexte de développement constant du groupe. Vous êtes reconnu pour votre agilité, votre capacité à modéliser et à travailler par itération pour délivrer rapidement des résultats.

Idéalement, vous maîtrisez l'AS400, QLIK, Business Object et Excel et disposez d'un bon niveau en allemand et anglais.

Venez rejoindre le contrôle de gestion avec une équipe dynamique et dans un groupe en croissance
  #AGRO",Anglais,,,
XL CATLIN SERVICES SE,"1 
 CDI",Paris 17 - 75,Publiée le 31/01/2024,Actualisée le 31/01/2024,40 - 50 k€ brut annuel,Dès que possible,Minimum 1 an,Data analyst,Cadre du secteur privé,Départementale,ACTIVITÉS DE BANQUE CENTRALE,Ponctuel autorisé," 
Data & Strategic Analyst F/H 

La BU APAC & Europe déploie des initiatives stratégiques à travers ses géographies pour soutenir le plan de croissance 2023-2026. Le segment des moyennes entreprises est l'une des initiatives clés pour la BU APAC & Europe. En tant qu'analyste de données et stratégique, vous serez un membre clé de l'équipe et jouerez un rôle crucial en prenant en charge la gestion des données et en garantissant sa robustesse.

DÉCOUVREZ votre opportunité

Quelles sont les responsabilités du poste ?

Propriété des données :
* Assumer la responsabilité des données pour l'initiative de croissance des moyennes entreprises, y compris le développement et la production d'analyses basées sur les données pour soutenir nos objectifs stratégiques.

Soutien à la gestion de portefeuille :
* Permettre et soutenir diverses fonctions telles que la souscription, les finances, les réclamations, la distribution, l'innovation et la gestion des données en fournissant des capacités actives de gestion de portefeuille et des tableaux de bord de données.

* Surveiller en continu la performance de ces fonctions dans l'environnement évolutif des moyennes entreprises.
Demandes de données ponctuelles

* Répondre aux demandes ponctuelles de données pour différents projets, études et tâches liés à notre initiative de croissance des moyennes entreprises, en veillant à l'exactitude et à la ponctualité des données.

Développement de bases de données :
* Développer et gérer des bases de données qui sont essentielles pour fournir un support de données pour l'initiative de croissance des moyennes entreprises, en veillant à l'intégrité et à l'accessibilité des données pour les parties prenantes concernées.
 "," 
PARTAGEZ votre talent

Nous recherchons le background/ type de profil suivant :

Profil/Background recherché:

* Vous n'avez pas peur des systèmes de données, des tableaux de bord complexes et des fichiers Excel volumineux - vous êtes un apprenant rapide.
* Vous êtes très numérique, curieux et analytique, avec d'excellentes compétences en collecte et manipulation de données.
* Vous êtes capable de formuler des recommandations claires aux parties prenantes clés.
* Excellentes compétences en communication interpersonnelle, verbale et écrite. La maîtrise de l'anglais est indispensable.
* Esprit d'équipe

Compétences techniques requises

* Suppression des données corrompues et correction des erreurs de codage et des problèmes connexes
* Utilisation d'outils automatisés pour extraire des données de sources primaires et secondaires
* Réalisation d'analyses pour évaluer la qualité et la signification des données
* Utilisation d'outils statistiques pour identifier, analyser et interpréter des modèles et des tendances dans des ensembles de données complexes
* Collaboration avec différentes fonctions (Souscription, Tarification, Middle Office, Distribution, Finance, Réclamations, IT, partenaires externes, etc.) pour identifier des opportunités d'amélioration des processus, proposer des modifications système
* Préparation de rapports ad hoc pour la direction décrivant les tendances, les motifs et les prédictions à l'aide de données pertinentes
* Suppression des données corrompues et correction des erreurs de codage et des problèmes
* La connaissance de l'assurance est un atout
 ",Aucune langue attendue,,,
Evoteo,"1 
 CDI",Lyon 07 - 69,Publiée le 07/02/2024,Actualisée le 07/02/2024,37 - 46 k€ brut annuel,Dès que possible,Minimum 2 ans,Data analyst,Cadre du secteur privé,Pas de déplacement,"INGÉNIERIE, ÉTUDES TECHNIQUES",,"Dans le cadre de notre croissance et pour répondre aux besoins évolutifs de nos clients, nous recherchons un.e #DATA Analyst afin d’intégrer nos équipes.
 Vos missions:
 Analyser les besoins avec les équipes métiers et #DATA analystes
Participation aux choix des solutions à mettre en place
Concevoir, développer et garantir la qualité des traitements de données et réaliser les tests de validation
Collecte, sauvegarde et traitement des données
Administration du cluster
Réaliser les ordonnancements des traitements
Industrialiser les traitements #DATA science au sein du #DATA lake
Travailler sur la mise en place du déploiement
Assurer la mise en œuvre, le suivi, l'exploitation et la mise à jour des différents outils déployés","Nous recherchons avant tout des personnalités : curieuses, habiles, sociales, adaptables et passionnées.
De formation BAC+5 (Master 2,DESS,DEA), formation ingénieure ou informatique, tu as une expérience d'au moins 2 ans en Analyse de #DATA.
Les technos:
Base de données GCP/ BigQuery
QlikSense / Tableau Software / Power BI
Développement (Python, R)
En bonus :
Evolution dans un environnement Big #DATA
Capacité à gérer un projet de #DATA Analysis
Ce poste en CDI est à pourvoir dès que possible sur la région lyonnaise.
Vous êtes un futur collaborateur acteur, en quête de perspectives d’évolution, capable de rigueur et d'esprit d'analyse ? Rejoignez-nous !",Anglais,,,
AD ASTRA,"1 
 CDI",Paris 08 - 75,Publiée le 10/01/2024,Actualisée le 10/01/2024,A partir de 30 k€ brut annuel,Dès que possible,Minimum 3 ans,Chef de projet informatique décisionnelle,Cadre du secteur privé,Départementale,ACTIVITÉS COMPTABLES,Total possible,"Votre rôle chez Abington :
Vous serez responsable de la réalisation de missions d’analyse de données chez nos clients. Vous serez également amené(e) à participer à la vie interne du cabinet, et au développement de l’activité et de l’offre Data Analytics (formation, encadrement et accompagnement des jeunes consultants, contribution au développement de l’offre et propositions commerciales).
 Dans le cadre des missions vous serez notamment amené(e) à :
·       Intégrer une équipe de data analyste chez nos clients
·       Concevoir & réaliser des Tableaux de bord en Power BI et des applications low code sur la Power Plateforme
·       Collaborer et coordonner avec les métiers, les équipes infrastructure, les data analystes, les équipes de data science et data gouvernance dans la mise en place de projets Data
·       Animer et contribuer aux ateliers métier de définition des solutions
·       Forte appétence à piloter des et documenter des projets
·       Démontrer une autonomie, prise d'initiative et maîtrise de la résolution des problèmes
Compétences techniques :
·       Une très bonne connaissance de Power BI (yc. DAX) ainsi qu’une expérience professionnelle significative sur cet outil est impérative. Une connaissance d’un outil supplémentaire de data visualisation tel que Tableau, Qlickview ou Looker est un plus
·       La connaissance de la Power Platform de Microsoft est impérative
·       La maîtrise d’un outil de Data Analyse (SQL, Python, R.) est impérative
·       La maitrise de la méthode agile est impérative
·       La connaissance d’un outil ETL (SSIS, Talend, Matillion, snowflake...) est souhaitée
·       La connaissance des environnements Big Data cloud (AWS, Azure, Google...) et une expérience dans l’un de ces environnements cloud est souhaitée
·       Une expérience professionnelle dans le secteur Banque/Assurance est un plus","Nous cherchons un senior consultant:
·       Votre formation :  Bac + 5, École de commerce, École d ingénieur, Université, IAE
·       Vous avez une expérience d'au moins 3 ans dans l'analyse des données
·       Vous avez un intérêt marqué pour les sujets liés à la gestion des données, et une appétence pour les outils data ainsi que la volonté permanente de développer de nouvelles compétences sur le sujet
·       Vous avez occupé l'un des postes suivants : consultant data visualisation, data analyste, business data analyste, consultant data, consultant business intelligence
·       Vos qualités : rigueur, esprit analytique, bonne communication orale et écrite, curiosité, volonté permanente de s améliorer, réceptivité au feedback, goût pour le travail en équipe, capacité d organisation
·       Poste situé à Paris. Mobilité attendue dans le cadre des missions clients",Anglais,,,
Kaisens data,"2 
 CDI",Fontenay-sous-Bois - 94,Publiée le 11/01/2024,Actualisée le 07/02/2024,30 - 45 k€ brut annuel,Dès que possible,Tous niveaux d'expérience acceptés,Chercheur en informatique et mathématiques,Cadre du secteur privé,Pas de déplacement,CONSEIL POUR LES AFFAIRES ET AUTRES CONSEILS DE GESTION,,"En tant que Docteur Data Scientiste / Data ingénieur,vos missions :
-  Assurer des recherches bibliographiques des derniers travaux en IA, Data science et Big data entre autres NLP, NLG, NLU, Deep Learning et scalabilité,
-  Concevoir des modèles Machine Learning / Deep Learning sur des données projets (textes, images ou vidéo),
- Déployer les modèles fournis sur des serveurs internes ou sur le cloud,
- Identifier des axes d'optimisation d'apprentissage et de consommation des services; étude de scalabilité,
- Encadrement de quelques stagiaires,
- Rédaction de réponses à des appels à projets de recherche type H2020, Innov'Up,
- Participer à des événements scientifiques ou à des salons liés à l'IA et Big data","En tant que Docteur Data Scientiste / Data ingénieur,vos missions :
-  Assurer des recherches bibliographiques des derniers travaux en IA, Data science et Big data entre autres NLP, NLG, NLU, Deep Learning et scalabilité,
-  Concevoir des modèles Machine Learning / Deep Learning sur des données projets (textes, images ou vidéo),
- Déployer les modèles fournis sur des serveurs internes ou sur le cloud,
- Identifier des axes d'optimisation d'apprentissage et de consommation des services; étude de scalabilité,
- Encadrement de quelques stagiaires,
- Rédaction de réponses à des appels à projets de recherche type H2020, Innov'Up,
- Participer à des événements scientifiques ou à des salons liés à l'IA et Big data",Allemand,,,
Innova Solutions,"1 
 CDI",Marseille 02 - 13,Publiée le 02/02/2024,Actualisée le 02/02/2024,40 - 60 k€ brut annuel,Dès que possible,Minimum 3 ans,Data analyst,Cadre du secteur privé,Pas de déplacement,CONSTRUCTION DE NAVIRES ET DE STRUCTURES FLOTTANTES,,"En tant que société d’ingénierie scientifique et technique de premier ordre à travers l’Europe, Innova Solution est chargée par des entreprises locales, nationales et internationales de trouver le bon candidat au bon moment. Innova déploie des solutions professionnelles pour nouer des partenariats basés sur la qualité, les résultats et la réussite mutuelle. Division d'une entreprise générant un chiffre d’affaires de 1,4 milliard de dollars, forte de 70 ans d'expérience, Innova Solutions possède les ressources, les connaissances et la passion nécessaires au succès de n’importe quelle mission.
Nous recherchons un(e)  Analyste de la performance des navires dans le secteur Maritime/Naval chez l’un de nos clients.
Vous jouerez un rôle essentiel dans l'analyse et l'amélioration des mesures de performance de la flotte de notre client, en veillant à ce que les opérations soient menées efficacement, en toute sécurité et conformément aux objectifs stratégiques de la société en matière de réduction des émissions.
Notre client a conclu un accord de partenariat avec un fournisseur de services de performance des navires leader sur le marché. Vous travaillerez avec l'équipe de projet et le logiciel partenaire pour identifier des actions concrètes de réduction des émissions et contribuer à leur mise en œuvre avec les parties prenantes respectives (armateurs, gestionnaires de navires et équipages).
Ce rôle vous offrira l'opportunité d'appliquer vos compétences analytiques et votre connaissance du secteur afin d'avoir un impact tangible sur nos opérations. Si vous êtes un professionnel axé sur les données et que vous avez le don d'identifier les domaines d'amélioration, nous aimerions vous connaître
Activités principales du poste :
o Contrôler et examiner l'analyse des performances de notre flotte de navires, en identifiant les navires peu performants, les inefficacités et les domaines d'amélioration ;
o Contrôler et examiner les problèmes de qualité des données ;
o Contribuer à l'élaboration de rapports détaillés et pertinents sur les performances des navires ;
o Collaborer avec les parties prenantes concernées pour mettre en œuvre des stratégies d'optimisation ;
o Aider à fixer des objectifs pour les performances des navires et contribuer au développement de systèmes permettant de suivre les progrès accomplis dans la réalisation de ces objectifs ;
o Mettre continuellement à jour ses connaissances sur les avancées technologiques et les tendances actuelles du marché dans l'industrie maritime afin d'améliorer les performances des navires, ainsi que sur les réglementations maritimes internationales et les meilleures pratiques de l'industrie ;
o Déterminer les besoins en formation des parties prenantes internes et externes afin de combler en permanence les lacunes dans la familiarisation avec les logiciels et de décider de programmes spécifiques si nécessaire ;
o Collaborer avec l'équipe de recherche ainsi qu'avec les armateurs pour faciliter la collecte des informations nécessaires ;
o Contribuer à un programme de gestion du changement afin d'assurer une mise en œuvre efficace du projet et, en fin de compte, des économies d'émissions réelles.","Compétences requises :
Expérience de l'analyse des performances des navires et des moteurs ;
Compréhension approfondie des opérations maritimes et des mesures de performance des navires ;
Solides compétences en matière d'analyse, de résolution de problèmes et de prise de décision ;
Excellentes compétences en matière de rédaction de rapports et de communication. 
Expérience des projets numériques axés sur la gestion du changement au cours de la transformation numérique ;
Sensibilisation à la mise en œuvre de logiciels ;
Exposé(e) à un contexte international, un niveau d'anglais courant à l'écrit mais aussi à l'oral est indispensable.
Profil recherché :
Un master en génie maritime, en architecture navale ou dans un domaine connexe est requise ;
Expérience avérée dans une fonction similaire, de préférence dans le secteur maritime (minimum 3 ans) ;
Capacité à s'engager et à travailler efficacement avec un large éventail de parties prenantes.
Et si vous rejoigniez un acteur majeur incontournable du transport maritime en France qui développe sa vision au quotidien ?
N'hésitez pas à postuler !",Anglais,,,
UNICANCER,"1 
 CDI",Le Kremlin-Bicêtre - 94,Publiée le 29/01/2024,Actualisée le 29/01/2024,A partir de 60 k€ brut annuel,Dès que possible,Minimum 4 ans,Chief Data Officer,Cadre du secteur privé,Pas de déplacement,ACTIVITÉS HOSPITALIÈRES,Partiel possible,"Au sein de la Direction Datas et Partenariats (DDP) d Unicancer et du Pôle Gestion de Données, en tant que Coordonnateur Data Management / Data Steward, vous êtes en charge de la coordination des data managers et data stewards impliqués dans le traitement des données permettant de garantir la mise en qualité des données et la mise à disposition de bases gelées qualitatives pour exploitation scientifique.
Management d équipe
Animer, coordonner et planifier l activité de l équipe des data managers et des data stewards, sous la responsabilité du Responsable du Pôle
Apporter aux membres de l équipe une assistance et des conseils techniques
Contrôler le bon déroulement de la réalisation des activités menées par l équipe en termes de quantité, qualité, coûts et délais et en assurer un reporting
Veiller au respect des procédures dans la réalisation des activités de l équipe et participer à leur amélioration continue
Réaliser l interface avec les Pilotes de projet, managers fonctionnels des DM/DS
Data Management des données
Assurer la mise en qualité de la donnée dans un environnement d intégration de données massives dans des Entrepôts de Données de Santé (EDS) proche des fondamentaux de la Recherche Clinique,
Formaliser les processus de data management dans une approche multi-projet : gel de base, revue des données, recodage, plan de data management, plan de validation des données, contrôle qualité
Mettre en place et suivre le déploiement les plans de mise en qualité de la donnée de chaque projet de la DDP ;
Coordonner et optimiser le recodage des données avec une approche de synergie multi-projet
Mettre en place un outil de gestion des queries et améliorer les outils de résolution des incohérences actuellement en place
Superviser la réalisation des gels de base et la mise à disposition des bases gelées
Réaliser des exports de données ponctuels sur demande
Superviser la rédaction des spécifications et des documents nécessaires à l alimentation des bases ou entrepôts de données
Normalisation des données
 Veiller à ce que les données soient structurées et normalisées selon les normes en vigueur (CDISC, OMOP, FHIR, OSIRIS RWD) ; en l absence de norme suffisamment établie, être leader dans la mise en place de ces normes
Collaborer avec les équipes opérationnelles et du S2I pour garantir la cohérence des données dans la cadre de la mise en place d une gestion des métadonnées des projets de la DDP
 Documentation
Maintenir une documentation précise des processus et modes opératoires liés à la mise en qualité des données
Rapports, analyse et communication
 Identifier les indicateurs pertinents de suivi de l activité des data managers/datas stewards et générer des rapports
Mettre en place un dashboard permettant de visualiser les indicateurs de suivi de l activité et leurs évolutions
 ","Bac +3/+5 avec une formation au data management/informatique (ex Licence Pro STID/SIS ou master données massives, formations orientées data-management, data ingénierie),
Une première expérience réussie en tant que Responsable équipe Data Management dans le secteur de la santé
Connaissances des bonnes pratiques (bpc/gcp) applicables au data management dans le domaine de la santé
Connaissance des projets sur données de vie réelle avec multi-typologie de collecte ; connaissance Recherche Clinique
Maitrise des pathologies du cancer (un plus souhaitable)
RGPD
Niveau avancé dans deux langages de programmation pour l’analyse et l’accès aux données : SAS et SQL (Python serait un plus appréciable),
Maitrise des outils de data management : e-CRF, catalogue des données, gestion des méta-données
Aisance avec les outils informatiques (Microsoft Office, e-CRF, outil de versionning comme Git, …)
Méthodologie de gestion de projet Agile
Connaissance des formats d’interopérabilité comme CDISC, OMOP, FHIR HL7 (OSIRIS serait un plus)
Capacité à formaliser et suivre des procédures qualité et des règles d’éthique et de confidentialité
Capacité d’adaptation et d’organisation dans la gestion du temps de travail
Capacité de formation à de nouvelles techniques
Capacité d’écoute et d'identification des problèmes
Qualité de contact avec les différents partenaires et collaborateurs
Sens du travail en équipe
Capacités relationnelles
Capacités organisationnelles
Capacités managériales",Anglais,,,
Skipper Groupe,"1 
 CDI",Le Pouzin - 07,Publiée le 02/02/2024,Actualisée le 02/02/2024,35 - 45 k€ brut annuel,Dès que possible,Minimum 2 ans,Data engineer,Cadre du secteur privé,Pas de déplacement,ACTIVITÉS DES SOCIÉTÉS HOLDING,Partiel possible,"Vos missions :

Directement rattaché.e au Directeur de la Transformation Digitale, votre principal rôle sera de valoriser les données disponibles pour répondre aux problématiques internes à l'entreprise ce qui passera par :

- La prise en charge des projets BI de bout en bout en déroulant les étapes suivantes :
- Recevoir un besoin métier,
- Reformuler le besoin avec le commanditaire pour valider une compréhension commune. Il en découle un document de spécification,
- Définir les sources des données à récolter,
- Réaliser le pipeline des données via :
- L'ETL Talend pour récupérer les données, les transformer et les charger dans l'entrepôt de données (datawarehouse),
- Nettoyer les données (data quality),
- L'ETL Talend pour calculer des niveaux d'agrégation selon les indicateurs à présenter,
- Séquencer l'exécution des jobs Talend (avec l'ordonnanceur vtom).

- Réaliser les dataviz spécifiés sous PowerBI et les valider avec le commanditaire.
- Les projets BI sont de nature descriptive et prescriptive,
- Le suivi au quotidien du bon fonctionnement du pipeline data :
- Vérifier que les jobs séquencés sont exécutés sans erreur,
- Analyser les cas d'anomalie,
- Apporter un correctif, le tester et le déployer.

- Contribuer à élargir le périmètre data, par l'exploration des solutions de Deep Learning, Machine Learning, d'IA, de LLM,
- Contribuer à élargir le périmètre data, par le développement d'applications BI et/ou d'exposer les rapports réalisés dans PowerBI dans d'autres applications internes SKIPPER (Baliséo par exemple).","Vous :

- Avez plus de 2 ans d'expérience sur un poste de Data Engineer et/ou Data Analyst,
- Êtes issu.e d'une formation type MSIAM, MIASHS, MIAGE ou encore Master Mathématiques parcours SSD, Master Informatique parcours ORCO ou bien Master spécialisé en Big Data,
- Maitrisez idéalement Talend, SQL, PowerBI,
- Connaissez Oracle et/ou Postgresql,
- Possédez un esprit de synthèse et d'analyse,
- Êtes curieux et cherchez à élargir vos connaissances/compétences dans le domaine de la data et des innovations du moment (IA, LLM, Deep Learning, Machine Learning),
- Êtes reconnu.e pour votre capacité à résoudre des problèmes et vous êtes force de proposition,
- Bénéficiez d'une bonne aisance relationnelle qui vous permet de mener des projets à bien avec une multitude d'interlocuteurs.",Aucune langue attendue,,,
Datatorii,"1 
 CDI",Paris 01 - 75,Publiée le 15/01/2024,Actualisée le 31/01/2024,40 - 55 k€ brut annuel,Dès que possible,Tous niveaux d'expérience acceptés,Ingénieur en études et développement informatiques,Cadre du secteur privé,Régionale,CONSEIL EN SYSTÈMES ET LOGICIELS INFORMATIQUES,,"Vous effectuez des missions à forte valeur ajoutée au sein de dispositifs pluridisciplinaires (Ingénieur, Data Analyst, Architecte, Chef de projet, Formateur, etc.). 
Vous intervenez en AMOA et MOE sur les projets majeurs de transformation des usages de la Business Intelligence et/ou Cloud de nos clients. 
Au sein d une équipe solidaire, dynamique et audacieuse, selon vos compétences et vos appétences, vous participerez ou prendrez le lead sur : 
·       L assistance à maîtrise d'ouvrage du SI Décisionnel 
·       L accompagnement de la MOE sur les réalisations (Microsoft Azure, ADF, Synapse, PowerBI, Python, DataBricks) 
·       Le choix d'orientation et déploiement cloud de nos clients (Microsoft Azure) 
·       La conception d'offres innovantes leur promotion (UX BI, Architecture, BI Self-service...) 
·       La rédaction de propositions sur mesure et leur soutenance
·       La formation interne ou externe au sein de notre organisme de formation
Grâce à nos capitalisations, nos méthodes et notre dispositif d accompagnement, Datatorii vous intègre dans un parcours certifiant et vous offre toutes les chances de réussir avec des perspectives de carrière motivantes.","Formation initiale 
·       BAC +5 Scientifique / Ecole d'ingénieur (mathématiques, statistiques, informatique) ou Ecole de commerce (Data Analyst, Data Business) 
Connaissances ou expériences 
·       Vous possédez une première expérience significative sur la Business Intelligence / Cloud où vous êtes intervenu de manière opérationnelle sur tout ou partie du cycle « projet » décisionnel (MOE puis AMOA). 
·       Vous y avez développé des compétences analytiques (modélisation, data management, algorithmie, statistiques, dataviz), notamment sur les langages R, Python et la suite Microsoft BI et Azure. 
Qualités: 
·       Excellent relationnel 
·       Bon communicant  ",Aucune langue attendue,,,
EURO-INFORMATION DEVELOPPEMENTS,"3 
 CDI",Nantes - 44,Publiée le 05/02/2024,Actualisée le 05/02/2024,A négocier,Dès que possible,Aucune expérience exigée,Chief Data Officer,Cadre du secteur privé,Pas de déplacement,TIERCE MAINTENANCE DE SYSTÈMES ET D'APPLICATIONS INFORMATIQUES,,"Vous souhaitez travailler dans un environnement innovant et au sein d’une équipe à taille humaine ?

La Data Factory est le département dédié à la donnée au sein d’Euro-Information au service de l’ensemble des entités du groupe et la diversité de leurs métiers pour la valorisation des données.
Nous fournissons les environnements (Vertica, Hadoop) et la technologie (Jupyter Lab pour python, R, SPSS, SAS, SAP BO ou IB Webfocus).
Nous les peuplons de données (plus de 90 billions de données et en extension).
Nous en assurons la sécurité et le respect de l’intimité numérique des clients.
Nous accompagnons les métiers du groupe dans l’utilisation des données au service de leurs clients, de la BI à la Data science.
Nous regroupons des profils complémentaires qui travaillent ensemble. Data engineer, Data architect, Data scientists, Concepteurs BI, Data officers …
Nous cherchons un(e) Data Officer.

Nous avons une grande variété de projets, tant sur les métiers concernés (vente, gestion, fraude sur la banque, l’assurance, l’immobilier …) que sur les objectifs (scores prédictifs, reporting, connaissance ou administration de la donnée …).

Vous pilotez et menez à bien des projets de valorisation de données :
Conduisez les projets de bout en bout : de l’expression du besoin jusqu’à la réalisation et au suivi de sa performance.
Mobilisez l’ensemble des acteurs : Business, Data scientists et/ou concepteurs BI, Data engineer …
Eclairez et participez aux prises de décision.
Mutualisez les travaux et les bonnes pratiques entre les acteurs et les différents métiers du groupe.
Vous êtes l’un des gardiens des données :
Participez à l’administration des alimentations, usages et droits d’accès en contact avec les Data engineers, data architects et les métiers.
Portez une amélioration continue de ces process.
Pilotez des projets de connaissance et de qualité des données.
Participez à l’acculturation Data au sein du groupe, au sein de vos projets et au-delà.","De formation école d’ingénieur ou universitaire en statistiques, traitement de l’information, mathématiques appliquées et/ou informatique décisionnelle vous maitrisez un outil/langage décisionnel (Python, R, SAS, SPSS, SAP BO …).

Vous avez le goût de la Data. Vous avez acquis une solide expérience dans les projets Data, BI ou Data science en tant que chef de projet.

Une maîtrise de l’anglais sera un plus.

Ce qui nous plaira le plus chez vous, c’est vous !
Organisé(e), motivé(e), ouvert(e) et force de proposition ? L’équipe vous attend.",Aucune langue attendue,,,
