entreprise,type_contrat,deparetement,date_publication,date_mise_a_jour,salaire,prise_de_poste,experience,metier,statut_du_poste,zone_de_deplacement,secteur_d_activite,Teletravail,descriptif_poste,profil_recherche,langues,savoir_etre,savoir_faire,descriptif_entreprise
Capgemini Technology Services,"1 
 CDI",Issy-les-Moulineaux - 92,Publiée le 09/01/2024,Actualisée le 15/03/2024,A négocier,Dès que possible,Minimum 4 ans,Chef de projet Agile,Cadre du secteur privé,Pas de déplacement,CONSEIL EN SYSTÈMES ET LOGICIELS INFORMATIQUES,Ponctuel autorisé," Être capable d accompagner une équipe sur un framework agile (SCRUM, Kanban)
Avoir l'état d'esprit Agile et promouvoir les valeurs et principes associées
Savoir mettre en place du management visuel (board de l équipe, DoR / DoD )
Aider à la mise en place de « l outillage backlog » (JIRA, Asana, Trello )
Accompagner le Product Owner dans la rédaction des Stories et la priorisation du Product Backlog
Veiller à la qualité des rituels d équipe (Daily, Planning, Review, Retrospective)
Promouvoir l amélioration continue dans l équipe
Mettre en place les rituels SCRUM (y compris le Poker Planning ou le Backlog Refinement)
Connaitre et mettre en place des bonnes pratiques AGILE (TDD, Poker Planning, DOR/DOD, INVEST...)
Avoir une posture d'animateur / facilitateur, être acteur d'une communauté de pratiques","Diplômé(e) d’un Bac +5 en Informatique / Diplôme d’Ingénieur, vous avez une expérience significative en tant que Scrum Master.
Vous êtes doté(e) d’un bon relationnel et d’une excellente Communication.
Votre leadership vous permet de faire face à toutes situations et d’aligner les acteurs du produit.
Avoir les Certifications : PSM1 (scrum.org) / PSM2 ou Safe Scrum Master / SAFE Agilist ou CSM (scrum alliance)
Savoir utiliser : JIRA, SCRUM, Lean-Agile / Agilité à l'échelle
Avoir une capacité d’adaptation et de compréhension à la fois technique et métier
Avoir une appétence pour l’animation, la facilitation
Être fédérateur, savoir motiver une équipe, veiller au team building
Faire preuve de transparence et de pragmatisme",['Aucune langue attendue'],"['Capacité à fédérer', 'Capacité à motiver', ""Capacité d'adaptation"", 'Capacité de communication', 'Leadership', 'Sens du relationnel', 'Sens pratique']","['Amélioration continue', 'Asana', 'Contrôle qualité', 'Framework', 'Informatique', 'Jira', 'Lean management', ""Management d'équipe"", 'Pratique agile', 'Rédaction', 'Scrum', 'Test Driven Development', 'Trello']","Sogeti fait partie du groupe Capgemini fort d une présence dans plus de 50 pays à travers le monde

Nous sommes un acteur innovant du monde des services technologiques qui accompagne ses clients et collaborateurs pour préparer le futur

En tant que leader dans le Testing, spécialiste de l'Agile, du Cloud & de l'Innovation, et expert de la Data et de l'IA, Sogeti France met à votre disposition son large spectre de compétences pour vous accompagner en proximité dans votre transformation digitale.  

Notre ADN : des solutions sur mesure et flexibles, une approche intégrée sur nos domaines d excellence technologique, des plateformes et démarches accélérateurs d innovation et l audace et l engagement sans faille de nos équipes."
Capgemini Technology Services,"1 
 CDI",Issy-les-Moulineaux - 92,Publiée le 27/02/2024,Actualisée le 15/03/2024,A négocier,Dès que possible,Minimum 3 ans,Consultant maîtrise d'ouvrage,Cadre du secteur privé,Pas de déplacement,CONSEIL EN SYSTÈMES ET LOGICIELS INFORMATIQUES,Ponctuel autorisé,"Vos missions :
Assurer le pilotage de projet et d'équipe,
Animer ou participer aux ateliers de travail,
Animer ou participer aux comités de suivi et aux comités de pilotage et y représenter le client,
Rédiger les comptes-rendus et les présentations en lien avec les instances,
Rédiger les documents de conception fonctionnelle,
Suivre la MOE et la mise en œuvre des solutions,
Synchroniser les différents acteurs internes.","Vous avez une expérience significative de 3 ans minimum en tant que Chef de projet AMOA au sein d’une ESN, d’un cabinet de conseil ou en interne.
Structuré(e) et dynamique, vous bénéficiez d’une bonne aisance relationnelle et vous savez vous adapter à vos interlocuteurs et aux situations rencontrées.
Vous parlez couramment anglais.
Poste Ouvert en CDI
Ce poste est ouvert aux personnes en situation de handicap, à niveau de compétences égales.",['Anglais'],"[""Capacité d'adaptation"", 'Dynamisme', 'Sens du relationnel']","['SSII', 'Comité de pilotage', 'Compte-rendu', ""Maîtrise d'oeuvre (MOE-AMOE)"", ""Management d'équipe"", 'Management de projet']","Sogeti fait partie du groupe Capgemini fort d une présence dans plus de 50 pays à travers le monde

Nous sommes un acteur innovant du monde des services technologiques qui accompagne ses clients et collaborateurs pour préparer le futur

En tant que leader dans le Testing, spécialiste de l'Agile, du Cloud & de l'Innovation, et expert de la Data et de l'IA, Sogeti France met à votre disposition son large spectre de compétences pour vous accompagner en proximité dans votre transformation digitale.  

Notre ADN : des solutions sur mesure et flexibles, une approche intégrée sur nos domaines d excellence technologique, des plateformes et démarches accélérateurs d innovation et l audace et l engagement sans faille de nos équipes."
Atos,"1 
 CDI",Rennes - 35,Publiée le 27/02/2024,Actualisée le 15/03/2024,A négocier,Dès que possible,Minimum 4 ans,Architecte infrastructures,Cadre du secteur privé,Régionale,ACTIVITÉS DES SIÈGES SOCIAUX,,"Nous sommes actuellement à la recherche d'un Ingénieur support infrastructure qualifié et dédié pour rejoindre notre équipe sur Paris/Bezons.Si vous avez une passion pour la technologie et un don pour la résolution de problèmes, nous aimerions vous rencontrer !Ce que vous allez faire si vous nous rejoignez:
Effectuer l’entretien et les inspections de routine des systèmes et des réseaux informatiques
Diagnostiquer et réparer les défaillances HW, SW et Réseaux informatiques
Gérer les interventions sur site suite à un incident ou pour les services IMACD (Installations, Déplacements, Ajouts, Modifications et Démantèlement)
Assurez le respect des règles de sécurité et la compliance
Fournir un soutien technique et de la formation aux employés d’Atos ou de ses sous-traitants et aux clients
Collaborer avec l’équipe informatique pour planifier et mettre en œuvre des solutions
Contribuer à la satisfaction client (comportement, reporting, écoute et communication)
Suivre les formations nécessaires et obtenir les niveaux de certification locaux demandés par les constructeurs suffisants pour être en mesure d’exécuter les fonctions de support de maintenance FE ou support LA/L2
Les technologies initiales peuvent inclure :
DELL/EMC
NETAPP
Pure
Cisco
Juniper
Extreme network, AIX, ...
Compétences requises:
Connaissance des systèmes informatiques, des réseaux et des logiciels pertinents
Français
Compréhension de l’anglais (lu, écrit technique) au niveau CECRL B2 (Intermédiaire supérieur)
Déplacements nationaux requis au besoin pour les activités sur place pendant les heures d’ouverture et le travail en service 
Possibilité d’être accrédité sécurité
Compétences transverses:
Excellentes capacités de résolution de problèmes et d’analyse
Autonome
Collaborateur avec une forte motivation à évoluer dans une activité mobile chez le client pour réaliser des services dans son domaine d’expertise","Profil recherché:
Diplôme en informatique, en technologie de l’information ou dans un domaine connexe
Expérience avérée dans un rôle similaire",['Anglais'],"['Autonomie', 'Capacité à résoudre des problèmes', 'Capacité d’écoute', ""Esprit d'équipe"", 'Motivation']","['Certification Juniper Networks', 'Cisco IOS', 'Communication', 'Déconstruction', 'Défaillance', 'Gestion de planning', 'HW', 'Informatique', 'Maintenance', 'Méthode pédagogique', 'Mise en conformité', 'Networks', 'Règles de sécurité', 'Reporting', 'Satisfaction client', 'Unix AIX']","Atos est un leader international de la transformation digitale avec plus de 110 000 collaborateurs dans 73 pays et un chiffre d’affaires annuel de plus de 11 milliards d’euros. Numéro un européen du Cloud, de la cybersécurité et des supercalculateurs, le groupe fournit des solutions intégrées de Cloud Hybride Orchestré, Big Data, Applications Métiers et Environnement de Travail Connecté. Partenaire informatique mondial des Jeux Olympiques et Paralympiques, le Groupe exerce ses activités sous les marques Atos, Atos Syntel, et Unify. Atos est une SE (Société Européenne) cotée sur Euronext Paris et fait partie de l’indice CAC 40.

La raison d’être d’Atos est de contribuer à façonner l’espace informationnel. Avec ses compétences et ses services, le groupe supporte le développement de la connaissance, de l’éducation et de la recherche dans une approche pluriculturelle et contribue au développement de l’excellence scientifique et technologique. Partout dans le monde, Atos permet à ses clients et à ses collaborateurs, et plus généralement au plus grand nombre, de vivre, travailler et progresser durablement et en toute confiance dans l’espace informationnel."
atos,"1 
 CDI",Angers - 49,Publiée le 28/02/2024,Actualisée le 15/03/2024,A négocier,Dès que possible,Minimum 4 ans,Architecte infrastructures,Cadre du secteur privé,Régionale,ACTIVITÉS DES SIÈGES SOCIAUX,,"Nous sommes actuellement à la recherche d'un Ingénieur support infrastructure qualifié et dédié pour rejoindre notre équipe sur Paris/Bezons.Si vous avez une passion pour la technologie et un don pour la résolution de problèmes, nous aimerions vous rencontrer !Ce que vous allez faire si vous nous rejoignez:
Effectuer l’entretien et les inspections de routine des systèmes et des réseaux informatiques
Diagnostiquer et réparer les défaillances HW, SW et Réseaux informatiques
Gérer les interventions sur site suite à un incident ou pour les services IMACD (Installations, Déplacements, Ajouts, Modifications et Démantèlement)
Assurez le respect des règles de sécurité et la compliance
Fournir un soutien technique et de la formation aux employés d’Atos ou de ses sous-traitants et aux clients
Collaborer avec l’équipe informatique pour planifier et mettre en œuvre des solutions
Contribuer à la satisfaction client (comportement, reporting, écoute et communication)
Respecter les engagements contractuels (KPIs/SLA) et les processus spécifiques
Suivre les formations nécessaires et obtenir les niveaux de certification locaux demandés par les constructeurs suffisants pour être en mesure d’exécuter les fonctions de support de maintenance FE ou support LA/L2
Les technologies initiales peuvent inclure :
DELL/EMC
NETAPP
Pure
Cisco
Juniper
Extreme network, AIX, ...
Compétences requises:
Connaissance des systèmes informatiques, des réseaux et des logiciels pertinents
Français (niveau natif)
Compréhension de l’anglais (lu, écrit technique) au niveau CECRL B2 (Intermédiaire supérieur)
Déplacements nationaux requis au besoin pour les activités sur place pendant les heures d’ouverture et le travail en service 
Possibilité d’être accrédité sécurité
Compétences transverses:
Excellentes capacités de résolution de problèmes et d’analyse
Autonome
Collaborateur avec une forte motivation à évoluer dans une activité mobile chez le client pour réaliser des services dans son domaine d’expertise","Profil recherché:
Diplôme en informatique, en technologie de l’information ou dans un domaine connexe
Expérience avérée dans un rôle similaire",['Anglais'],"['Autonomie', 'Capacité à résoudre des problèmes', 'Capacité d’écoute', ""Esprit d'équipe"", 'Motivation']","['Certification Juniper Networks', 'Cisco IOS', 'Communication', 'Déconstruction', 'Défaillance', 'Gestion de planning', 'HW', 'Informatique', 'Maintenance', 'Méthode pédagogique', 'Mise en conformité', 'Networks', 'Règles de sécurité', 'Reporting', 'Satisfaction client', 'SLA', 'Unix AIX']","Atos est un leader international de la transformation digitale avec plus de 110 000 collaborateurs dans 73 pays et un chiffre d’affaires annuel de plus de 11 milliards d’euros. Numéro un européen du Cloud, de la cybersécurité et des supercalculateurs, le groupe fournit des solutions intégrées de Cloud Hybride Orchestré, Big Data, Applications Métiers et Environnement de Travail Connecté. Partenaire informatique mondial des Jeux Olympiques et Paralympiques, le Groupe exerce ses activités sous les marques Atos, Atos Syntel, et Unify. Atos est une SE (Société Européenne) cotée sur Euronext Paris et fait partie de l’indice CAC 40.

La raison d’être d’Atos est de contribuer à façonner l’espace informationnel. Avec ses compétences et ses services, le groupe supporte le développement de la connaissance, de l’éducation et de la recherche dans une approche pluriculturelle et contribue au développement de l’excellence scientifique et technologique. Partout dans le monde, Atos permet à ses clients et à ses collaborateurs, et plus généralement au plus grand nombre, de vivre, travailler et progresser durablement et en toute confiance dans l’espace informationnel."
Atos,"1 
 CDI",Lyon 01 - 69,Publiée le 28/02/2024,Actualisée le 15/03/2024,A négocier,Dès que possible,Minimum 5 ans,Directeur des infrastructures et de la production informatique,Cadre du secteur privé,Régionale,ACTIVITÉS DES SIÈGES SOCIAUX,,"Nous sommes actuellement à la recherche de Service Delivery Manager/Chef de Projet sur les contrats et marché de Maintenance pour rejoindre notre équipe lyonnaise.Vos missions consisteront à:
Etre le point de contact privilégié des clients gérés en mode projet
Mettre en place le service de maintenance sur chaque site client (prise en compte de l’existant, création d'un référentiel technique des configurations, définition des modalités de service)
Partager des impératifs de production, afin de garantir les engagements de qualité de service, dans le respect des modes opératoires client (PAQ, satisfaction client, respect des SLA…)
Assister les clients dans la marche à suivre face à des problèmes d'origines variées
Coordonner et suivre des intervenants locaux et les centres de compétences ATOS en charge de la résolution des incidents
Gérer les escalades et la mobilisation des moyens techniques et humains autant que de besoin
Communiquer en temps réel les éventuelles difficultés et gérer les escalades nécessaires
Gérer la comitologie et le reporting global des actions de maintenance de la période écoulée
Fournir périodiquement les livrables prévus contractuellement (KPI, rapports mensuels d'activité compte rendus de réunion, ...)
Compétences requises:
Gestion de projet
Connaissance des systèmes informatiques, des réseaux et des logiciels pertinents
Maitrise de l'anglais
 Compétences transverses:
Capacités rédactionnelles
Autonomie
Rigueur et sens du service
Nos conditions et programmes internes :
Possibilité de travailler de façon hybride (télétravail jusqu’à 3 jours par semaine)
Evénements d'intégration et autres événements internes
Plateforme d'avantages via le CE : culture, shopping, sport, etc.
Possibilité de participer à des initiatives caritatives et écologiques
Disponibilité de tous vos CP et RTT (de 9 à 12 jours par an) dès votre arrivée
Programme de reconnaissance (business, cooptation, …) : de 500 à 2000 €","Profil recherché:
Diplôme en informatique, en technologie de l’information ou dans un domaine connexe
Expérience avérée dans un rôle similaire",['Anglais'],"['Autonomie', 'Disponibilité', 'Qualité rédactionnelle', 'Rigueur', 'Sens du service']","['Communication commerciale', 'Contrats de maintenance', 'Culture', ""Droit de l'Union Européenne"", 'Ecologie', 'Gestion de projet', 'Gestion des incidents - anomalies', 'Informatique', 'Maintenance', 'Mesure de la performance', 'Mode opératoire', 'QCDA', 'Rédaction et analyse de rapports', 'Reporting', 'Satisfaction client', 'SLA', 'Sports']","Atos est un leader international de la transformation digitale avec plus de 110 000 collaborateurs dans 73 pays et un chiffre d’affaires annuel de plus de 11 milliards d’euros. Numéro un européen du Cloud, de la cybersécurité et des supercalculateurs, le groupe fournit des solutions intégrées de Cloud Hybride Orchestré, Big Data, Applications Métiers et Environnement de Travail Connecté. Partenaire informatique mondial des Jeux Olympiques et Paralympiques, le Groupe exerce ses activités sous les marques Atos, Atos Syntel, et Unify. Atos est une SE (Société Européenne) cotée sur Euronext Paris et fait partie de l’indice CAC 40.

La raison d’être d’Atos est de contribuer à façonner l’espace informationnel. Avec ses compétences et ses services, le groupe supporte le développement de la connaissance, de l’éducation et de la recherche dans une approche pluriculturelle et contribue au développement de l’excellence scientifique et technologique. Partout dans le monde, Atos permet à ses clients et à ses collaborateurs, et plus généralement au plus grand nombre, de vivre, travailler et progresser durablement et en toute confiance dans l’espace informationnel."
atos,"1 
 CDI",Paris 01 - 75,Publiée le 28/02/2024,Actualisée le 15/03/2024,A négocier,Dès que possible,Minimum 4 ans,Directeur des infrastructures et de la production informatique,Cadre du secteur privé,Régionale,ACTIVITÉS DES SIÈGES SOCIAUX,,"Nous sommes actuellement à la recherche de Service Delivery Manager/Chef de Projet sur les contrats et marché de Maintenance pour rejoindre notre équipe parisienne.Vos missions consisteront à:
Etre le point de contact privilégié des clients gérés en mode projet
Mettre en place le service de maintenance sur chaque site client (prise en compte de l’existant, création d'un référentiel technique des configurations, définition des modalités de service)
Partager des impératifs de production, afin de garantir les engagements de qualité de service, dans le respect des modes opératoires client (PAQ, satisfaction client, respect des SLA…)
Assister les clients dans la marche à suivre face à des problèmes d'origines variées
Coordonner et suivre des intervenants locaux et les centres de compétences ATOS en charge de la résolution des incidents
Gérer les escalades et la mobilisation des moyens techniques et humains autant que de besoin
Communiquer en temps réel les éventuelles difficultés et gérer les escalades nécessaires
Gérer la comitologie et le reporting global des actions de maintenance de la période écoulée
Fournir périodiquement les livrables prévus contractuellement (KPI, rapports mensuels d'activité compte rendus de réunion, ...)
Compétences requises:
Gestion de projet
Connaissance des systèmes informatiques, des réseaux et des logiciels pertinents
Maitrise de l'anglais
 Compétences transverses:
Capacités rédactionnelles
Autonomie
Rigueur et sens du service
Nos conditions et programmes internes :
Possibilité de travailler de façon hybride (télétravail jusqu’à 3 jours par semaine)
Evénements d'intégration et autres événements internes
Plateforme d'avantages via le CE : culture, shopping, sport, etc.
Possibilité de participer à des initiatives caritatives et écologiques
Disponibilité de tous vos CP et RTT (de 9 à 12 jours par an) dès votre arrivée
Programme de reconnaissance (business, cooptation, …) : de 500 à 2000 €","Profil recherché:
Diplôme en informatique, en technologie de l’information ou dans un domaine connexe
Expérience avérée dans un rôle similaire",['Anglais'],"['Autonomie', 'Disponibilité', 'Qualité rédactionnelle', 'Rigueur', 'Sens du service']","['Communication commerciale', 'Contrats de maintenance', 'Culture', ""Droit de l'Union Européenne"", 'Ecologie', 'Gestion de projet', 'Gestion des incidents - anomalies', 'Informatique', 'Maintenance', 'Mesure de la performance', 'Mode opératoire', 'QCDA', 'Rédaction et analyse de rapports', 'Reporting', 'Satisfaction client', 'SLA', 'Sports']","Atos est un leader international de la transformation digitale avec plus de 110 000 collaborateurs dans 73 pays et un chiffre d’affaires annuel de plus de 11 milliards d’euros. Numéro un européen du Cloud, de la cybersécurité et des supercalculateurs, le groupe fournit des solutions intégrées de Cloud Hybride Orchestré, Big Data, Applications Métiers et Environnement de Travail Connecté. Partenaire informatique mondial des Jeux Olympiques et Paralympiques, le Groupe exerce ses activités sous les marques Atos, Atos Syntel, et Unify. Atos est une SE (Société Européenne) cotée sur Euronext Paris et fait partie de l’indice CAC 40.

La raison d’être d’Atos est de contribuer à façonner l’espace informationnel. Avec ses compétences et ses services, le groupe supporte le développement de la connaissance, de l’éducation et de la recherche dans une approche pluriculturelle et contribue au développement de l’excellence scientifique et technologique. Partout dans le monde, Atos permet à ses clients et à ses collaborateurs, et plus généralement au plus grand nombre, de vivre, travailler et progresser durablement et en toute confiance dans l’espace informationnel."
atos,"1 
 CDI",Toulouse - 31,Publiée le 28/02/2024,Actualisée le 15/03/2024,A négocier,Dès que possible,Minimum 4 ans,Directeur des infrastructures et de la production informatique,Cadre du secteur privé,Régionale,ACTIVITÉS DES SIÈGES SOCIAUX,,"Nous sommes actuellement à la recherche de Service Delivery Manager/Chef de Projet sur les contrats et marché de Maintenance pour rejoindre notre équipe toulousaine.Vos missions consisteront à:
Etre le point de contact privilégié des clients gérés en mode projet
Mettre en place le service de maintenance sur chaque site client (prise en compte de l’existant, création d'un référentiel technique des configurations, définition des modalités de service)
Partager des impératifs de production, afin de garantir les engagements de qualité de service, dans le respect des modes opératoires client (PAQ, satisfaction client, respect des SLA…)
Assister les clients dans la marche à suivre face à des problèmes d'origines variées
Coordonner et suivre des intervenants locaux et les centres de compétences ATOS en charge de la résolution des incidents
Gérer les escalades et la mobilisation des moyens techniques et humains autant que de besoin
Communiquer en temps réel les éventuelles difficultés et gérer les escalades nécessaires
Gérer la comitologie et le reporting global des actions de maintenance de la période écoulée
Fournir périodiquement les livrables prévus contractuellement (KPI, rapports mensuels d'activité compte rendus de réunion, ...)
Compétences requises:
Gestion de projet
Connaissance des systèmes informatiques, des réseaux et des logiciels pertinents
Maitrise de l'anglais
 Compétences transverses:
Capacités rédactionnelles
Autonomie
Rigueur et sens du service
Nos conditions et programmes internes :
Possibilité de travailler de façon hybride (télétravail jusqu’à 3 jours par semaine)
Evénements d'intégration et autres événements internes
Plateforme d'avantages via le CE : culture, shopping, sport, etc.
Possibilité de participer à des initiatives caritatives et écologiques
Disponibilité de tous vos CP et RTT (de 9 à 12 jours par an) dès votre arrivée
Programme de reconnaissance (business, cooptation, …) : de 500 à 2000 € ","Profil recherché:
Diplôme en informatique, en technologie de l’information ou dans un domaine connexe
Expérience avérée dans un rôle similaire",['Anglais'],"['Autonomie', 'Disponibilité', 'Qualité rédactionnelle', 'Rigueur', 'Sens du service']","['Communication commerciale', 'Contrats de maintenance', 'Culture', ""Droit de l'Union Européenne"", 'Ecologie', 'Gestion de projet', 'Gestion des incidents - anomalies', 'Informatique', 'Maintenance', 'Mesure de la performance', 'Mode opératoire', 'QCDA', 'Rédaction et analyse de rapports', 'Reporting', 'Satisfaction client', 'SLA', 'Sports']","Atos est un leader international de la transformation digitale avec plus de 110 000 collaborateurs dans 73 pays et un chiffre d’affaires annuel de plus de 11 milliards d’euros. Numéro un européen du Cloud, de la cybersécurité et des supercalculateurs, le groupe fournit des solutions intégrées de Cloud Hybride Orchestré, Big Data, Applications Métiers et Environnement de Travail Connecté. Partenaire informatique mondial des Jeux Olympiques et Paralympiques, le Groupe exerce ses activités sous les marques Atos, Atos Syntel, et Unify. Atos est une SE (Société Européenne) cotée sur Euronext Paris et fait partie de l’indice CAC 40.

La raison d’être d’Atos est de contribuer à façonner l’espace informationnel. Avec ses compétences et ses services, le groupe supporte le développement de la connaissance, de l’éducation et de la recherche dans une approche pluriculturelle et contribue au développement de l’excellence scientifique et technologique. Partout dans le monde, Atos permet à ses clients et à ses collaborateurs, et plus généralement au plus grand nombre, de vivre, travailler et progresser durablement et en toute confiance dans l’espace informationnel."
atos,"1 
 CDI",Bordeaux - 33,Publiée le 28/02/2024,Actualisée le 15/03/2024,A négocier,Dès que possible,Minimum 4 ans,Directeur des infrastructures et de la production informatique,Cadre du secteur privé,Régionale,ACTIVITÉS DES SIÈGES SOCIAUX,,"Nous sommes actuellement à la recherche de Service Delivery Manager/Chef de Projet sur les contrats et marché de Maintenance pour rejoindre notre équipe à Bordeaux/Pessac. Vos missions consisteront à:
Etre le point de contact privilégié des clients gérés en mode projet
Mettre en place le service de maintenance sur chaque site client (prise en compte de l’existant, création d'un référentiel technique des configurations, définition des modalités de service)
Partager des impératifs de production, afin de garantir les engagements de qualité de service, dans le respect des modes opératoires client (PAQ, satisfaction client, respect des SLA…)
Assister les clients dans la marche à suivre face à des problèmes d'origines variées
Coordonner et suivre des intervenants locaux et les centres de compétences ATOS en charge de la résolution des incidents
Gérer les escalades et la mobilisation des moyens techniques et humains autant que de besoin
Communiquer en temps réel les éventuelles difficultés et gérer les escalades nécessaires
Gérer la comitologie et le reporting global des actions de maintenance de la période écoulée
Fournir périodiquement les livrables prévus contractuellement (KPI, rapports mensuels d'activité compte rendus de réunion, ...)
Compétences requises:
Gestion de projet
Connaissance des systèmes informatiques, des réseaux et des logiciels pertinents
Maitrise de l'anglais
Compétences transverses:
Capacités rédactionnelles
Autonomie
Rigueur et sens du service
Nos conditions et programmes internes :
Possibilité de travailler de façon hybride (télétravail jusqu’à 3 jours par semaine)
Evénements d'intégration et autres événements internes
Plateforme d'avantages via le CE : culture, shopping, loisirs, etc.
Possibilité de participer à des initiatives caritatives et écologiques
Disponibilité de tous vos CP et RTT (de 9 à 12 jours par an) dès votre arrivée
Programme de reconnaissance (business, cooptation, …) : de 500 à 2000 €","Profil recherché:
Diplôme en informatique, en technologie de l’information ou dans un domaine connexe
Expérience avérée dans un rôle similaire",['Anglais'],"['Autonomie', 'Disponibilité', 'Qualité rédactionnelle', 'Rigueur', 'Sens du service']","['Communication commerciale', 'Contrats de maintenance', 'Culture', ""Droit de l'Union Européenne"", 'Ecologie', 'Gestion de projet', 'Gestion des incidents - anomalies', 'Informatique', 'Maintenance', 'Mesure de la performance', 'Mode opératoire', 'QCDA', 'Rédaction et analyse de rapports', 'Reporting', 'Satisfaction client', 'SLA', 'Sports']","Atos est un leader international de la transformation digitale avec plus de 110 000 collaborateurs dans 73 pays et un chiffre d’affaires annuel de plus de 11 milliards d’euros. Numéro un européen du Cloud, de la cybersécurité et des supercalculateurs, le groupe fournit des solutions intégrées de Cloud Hybride Orchestré, Big Data, Applications Métiers et Environnement de Travail Connecté. Partenaire informatique mondial des Jeux Olympiques et Paralympiques, le Groupe exerce ses activités sous les marques Atos, Atos Syntel, et Unify. Atos est une SE (Société Européenne) cotée sur Euronext Paris et fait partie de l’indice CAC 40.

La raison d’être d’Atos est de contribuer à façonner l’espace informationnel. Avec ses compétences et ses services, le groupe supporte le développement de la connaissance, de l’éducation et de la recherche dans une approche pluriculturelle et contribue au développement de l’excellence scientifique et technologique. Partout dans le monde, Atos permet à ses clients et à ses collaborateurs, et plus généralement au plus grand nombre, de vivre, travailler et progresser durablement et en toute confiance dans l’espace informationnel."
avisto,"1 
 CDI",Vallauris - 06,Publiée le 15/03/2024,Actualisée le 15/03/2024,45 - 55 k€ brut annuel,Dès que possible,Minimum 5 ans,Développeur,Cadre du secteur privé,Départementale,CONSEIL EN SYSTÈMES ET LOGICIELS INFORMATIQUES,,"Dans le cadre d'un projet de développement d'une plateforme complexe pour un intégrateur de solutions audiovisuelles, AVISTO recherche des développeurs web back-end Java / Spring. 
Le projet consiste à développer la nouvelle version de la plateforme, en se basant sur une architecture micro-service.
Le produit ayant différents usages, différents services seront donc à développer pour :
L'administration 
Le monitoring des appareils
L'analyse des données
Le Market Place
Le système de support (ticket)
etc...
En relation directe avec l'architecte du projet, vous participerez :
aux phases de spécifications fonctionnelles et techniques
à la conception
aux tests de la plateforme
aux différentes cérémonies Scrum du projet","De formation ingénieur ou universitaire Bac+5, vous possédez de solides compétences et des expériences réussies (minimum 3 ans mini) en développement Java.
La partie front-end, en React, est également refaite en parallèle, par une équipe dédiée dans nos locaux, avec qui vous serez également amené à collaborer.
L'architecture de la plateforme sera en micro-services, et le développement se fera selon la méthodologie Scrum.
Vous aurez également l'opportunité de pratiquer votre Anglais, puisque d'autres équipes de développement sont réparties tout autour du globe (US, Europe et Asie).
Vous êtes intéressé ou vous souhaitez en savoir plus ? Alors n’attendez plus, candidatez ! ",['Anglais'],['Aucun savoir-être attendu'],"['Analyse de données', 'Architecture', 'Conduite de réunions', 'Frontal', 'Production audiovisuelle', 'ReactJS', 'Rédaction de spécifications techniques et fonctionnelles', 'Scrum', 'Spring framework']","AViSTO est une société d’ingénierie dont la vocation est le développement de solutions logicielles, fondée et managée par des ingénieurs. Elle se spécialise dans la réalisation de projets complexes mettant en œuvre des technologies Objet (Java/JEE, C++, C# .Net Core, Python, PHP), Web (Angular, ReactJS, VueJS) et Mobile (Android, iOS, multiplateforme).
A ce cœur de compétences, AViSTO a progressivement greffé des métiers complémentaires au développement logiciel, notamment le DevOps, l’assurance qualité, la data science et la cybersécurité.
Rejoindre AViSTO, c’est intégrer une communauté de spécialistes en informatique passionnés par leur métier et par les nouvelles technologies. Les projets menés sont ambitieux, dans des environnements où la haute technicité et l’innovation s’expriment pleinement, que ce soit dans nos centres de R&D ou directement dans les locaux de nos clients.
Vous aimez les défis techniques ? Vous avez envie d’évoluer dans une ambiance bienveillante ? D’intégrer une structure familiale avec les avantages d’un grand groupe ? Alors rencontrons-nous !"
ADSEARCH,"1 
 CDI",Montpellier - 34,Publiée le 15/03/2024,Actualisée le 15/03/2024,70 - 80 k€ brut annuel,Dès que possible,Minimum 5 ans,Banquier conseil M&A,Cadre du secteur privé,Union Européenne,ACTIVITÉS DES AGENCES DE PLACEMENT DE MAIN-D'OEUVRE,Partiel possible,"Description du Poste : En tant que Manager M&A, vous évoluez au sein de la Direction Financière et de Financements, vos missions seront :
· Identification des opportunités d'acquisition, de partenariats stratégiques, en ligne avec la stratégie de croissance de l'entreprise (Buy-Side / Sell-Side).
· Évaluation des cibles potentielles, y compris l'analyse financière, commerciale et technique, ainsi que la réalisation de due diligence approfondies (data room)
· Conception et mise en œuvre de stratégies d'intégration post-acquisition pour maximiser la création de valeur et assurer la réussite des transactions.
· Collaboration étroite avec les équipes internes, y compris la direction, les finances, le développement commercial et les opérations, pour garantir l'alignement stratégique et la cohérence des objectifs.","Profil Recherché :
· Expérience confirmée dans les fusions-acquisitions, de préférence dans le secteur des énergies renouvelables.
· Expertise en analyse financière et évaluation des investissements, avec une capacité démontrée à identifier les opportunités de création de valeur.
· Excellentes compétences en communication et en négociation, ainsi qu'une aptitude à travailler efficacement avec des parties prenantes diverses et à différents niveaux de l'organisation.
· Parfaite maitrise de l’anglais, une troisième langue sera fortement appréciée.",['Anglais'],['Capacité de communication'],"['Energie durable', 'Analyse financière', 'Développement commercial', 'Finance', ""Gestion de fonds d'investissement"", 'Management des personnes', ""Politique d'entreprise""]","Notre client est un groupe international évoluant dans le monde des énergies renouvelables. Le siège est localisé dans le sud de la France, le groupe est composé de plus de 200 collaborateurs et continue sa croissance."
